Refseq_protID_human,Refseq_protID_Phha,gene_symbol_Phha,description_Phha,gene_symbol_human,description_human,,
NP_722575,XP_045687870.1,LOC123814271,histone H1.8,H1-8,H1.8 linker histone,,
NP_741997,XP_045694741.1,LOC123818538,transmembrane epididymal protein 1-like,TEDDM1,transmembrane epididymal protein 1,,
NP_742003,XP_045689615.1,LOC123815355,protein WFDC10B-like,WFDC10B,WAP four-disulfide core domain 10B,,
NP_742152,XP_045702733.1,LOC123823781,interferon lambda-1-like,IFNL1,interferon lambda 1,,
NP_758860,XP_045694334.1,LOC123818318,membrane cofactor protein-like,CD46,CD46 molecule,,
NP_758866,XP_045686360.1,LOC123813409,membrane cofactor protein-like,CD46,CD46 molecule,,
NP_775104,XP_045713919.1,LOC123831189,armadillo repeat-containing protein 3-like,ARMC3,armadillo repeat containing 3,,
NP_775752,XP_045687656.1,LOC123814110,mitotic interactor and substrate of PLK1,MISP,mitotic spindle positioning,,
NP_775754,XP_045709454.1,LOC123828480,ultra-long-chain fatty acid omega-hydroxylase,CYP4F22,cytochrome P450 family 4 subfamily F member 22,,
NP_775900,XP_045706416.1,LOC123826454,mucin-2-like isoform X1,DYNAP,dynactin associated protein,,
NP_775937,XP_045705055.1,LOC123825566,tRNA-uridine aminocarboxypropyltransferase 2,DTWD2,DTW domain containing 2,,
NP_775970,XP_045711811.1,LOC123829939,melanoma-associated antigen B18-like,MAGEB18,MAGE family member B18,,
NP_776246,XP_045692008.1,LOC123816841,sperm acrosome membrane-associated protein 3-like,SPACA3,sperm acrosome associated 3,,
NP_776255,XP_045703186.1,LOC123824118,LOW QUALITY PROTEIN: vomeronasal type-1 receptor 2-like,VN1R2,vomeronasal 1 receptor 2,,
NP_776256,XP_045703190.1,LOC123824125,vomeronasal type-1 receptor 4-like,VN1R4,vomeronasal 1 receptor 4,,
NP_778223,XP_045685353.1,LOC123812621,keratin%2C type II cytoskeletal 74-like isoform X1,KRT74,keratin 74,,
NP_778235,XP_045672808.1,LOC123804506,histone H2A type 2-B,H2AC21,H2A clustered histone 21,,
NP_778238,XP_045685393.1,LOC123812658,LOW QUALITY PROTEIN: keratin%2C type II cytoskeletal 73-like,KRT73,keratin 73,,
NP_783316,XP_045674431.1,LOC123805748,metallothionein-2A-like,MT1E,metallothionein 1E,,
NP_783322,XP_045685511.1,LOC123812723,rab-3A-interacting protein,RAB3IP,RAB3A interacting protein,,
NP_787053,XP_045708298.1,LOC123827896,keratin-associated protein 8-1,KRTAP8-1,keratin associated protein 8-1,,
NP_787054,XP_045708310.1,LOC123827903,keratin-associated protein 11-1,KRTAP11-1,keratin associated protein 11-1,,
NP_795368,XP_045686092.1,LOC123813096,putative taste receptor type 2 member 33,TAS2R46,taste 2 receptor member 46,,
NP_803882,XP_045711123.1,LOC123829447,cytochrome P450 20A1 isoform X1,CYP20A1,cytochrome P450 family 20 subfamily A member 1,,
NP_808760,XP_045685745.1,LOC123812886,histone H2A.J,H2AJ,H2A.J histone,,
NP_828847,XP_045701819.1,LOC123823289,LOW QUALITY PROTEIN: cytochrome P450 4X1-like,CYP4X1,cytochrome P450 family 4 subfamily X member 1,,
NP_835462,XP_045692151.1,LOC123816938,LOW QUALITY PROTEIN: olfactory receptor 10A2-like,OR10A5,olfactory receptor family 10 subfamily A member 5,,
NP_848561,XP_045689153.1,LOC123815035,BPI fold-containing family A member 3-like,BPIFA3,BPI fold containing family A member 3,,
NP_848651,XP_045677206.1,LOC123807432,probable E3 ubiquitin-protein ligase TRIML1,TRIML1,tripartite motif family like 1,,
NP_848658,XP_045711535.1,LOC123829706,LOW QUALITY PROTEIN: cytosolic carboxypeptidase 3-like,AGBL3,AGBL carboxypeptidase 3,,
NP_849150,XP_045689807.1,LOC123815555,spermatogenesis-associated protein 31E1-like,SPATA31E1,SPATA31 subfamily E member 1,,
NP_849162,XP_045715878.1,LOC123832277,steroid receptor-associated and regulated protein,SRARP,steroid receptor associated and regulated protein,,
NP_852094,XP_045686129.1,LOC123813124,taste receptor type 2 member 42-like,TAS2R42,taste 2 receptor member 42,,
NP_852114,XP_045693207.1,LOC123817530,CMRF35-like molecule 2,CD300E,CD300e molecule,,
NP_853516,XP_045694042.1,LOC123818137,gap junction gamma-3 protein-like,GJC3,gap junction protein gamma 3,,
NP_853630,XP_045708644.1,LOC123828097,keratin-associated protein 13-1-like,KRTAP13-1,keratin associated protein 13-1,,
NP_853637,XP_045708303.1,LOC123827900,keratin-associated protein 7-1,KRTAP7-1,keratin associated protein 7-1,,
NP_853654,XP_045708351.1,LOC123827954,keratin-associated protein 15-1-like,KRTAP15-1,keratin associated protein 15-1,,
NP_861441,XP_045686182.1,LOC123813231,proton-coupled amino acid transporter 2-like,SLC36A2,solute carrier family 36 member 2,,
NP_861453,XP_045684940.1,LOC123812363,testis-specific H1 histone,H1-7,H1.7 linker histone,,
NP_872308,XP_045690136.1,LOC123815700,transmembrane protease serine 11B-like isoform X1,TMPRSS11B,transmembrane serine protease 11B,,
NP_872386,XP_045672574.1,LOC123804376,probable transmembrane reductase CYB561D1 isoform X1,CYB561D1,cytochrome b561 family member D1,,
NP_872390,XP_045689154.1,LOC123815036,LOW QUALITY PROTEIN: uncharacterized protein C20orf203,C20orf203,chromosome 20 open reading frame 203,,
NP_872422,XP_045680806.1,LOC123809634,arpin,ARPIN,actin related protein 2/3 complex inhibitor,,
NP_891980,XP_045713508.1,LOC123830872,myelin-associated oligodendrocyte basic protein isoform X3,MOBP,myelin associated oligodendrocyte basic protein,,
NP_898898,XP_045676324.1,LOC123806905,cytochrome P450 2U1,CYP2U1,cytochrome P450 family 2 subfamily U member 1,,
NP_899230,XP_045710462.1,LOC123829023,cytochrome P450 26C1,CYP26C1,cytochrome P450 family 26 subfamily C member 1,,
NP_937758,XP_045702814.1,LOC123823829,TYRO protein tyrosine kinase-binding protein isoform X2,TYROBP,transmembrane immune signaling adaptor TYROBP,,
NP_937823,XP_045701837.1,LOC123823299,orexigenic neuropeptide QRFP,QRFP,pyroglutamylated RFamide peptide,,
NP_938204,XP_045675158.1,LOC123806167,C-Maf-inducing protein,CMIP,c-Maf inducing protein,,
NP_940862,XP_045705497.1,LOC123825890,guanylate-binding protein 6-like isoform X1,GBP6,guanylate binding protein family member 6,,
NP_940881,XP_045686634.1,LOC123813612,homeobox protein ESX1-like,TPRX1,tetrapeptide repeat homeobox 1,,
NP_940894,XP_045679488.1,LOC123808723,LOW QUALITY PROTEIN: C-type lectin domain family 4 member G-like,CLEC4G,C-type lectin domain family 4 member G,,
NP_940937,XP_045709374.1,LOC123828445,zinc finger protein 699,ZNF699,zinc finger protein 699,,
NP_940943,XP_045701050.1,LOC123822924,insulin growth factor-like family member 1,IGFL1,IGF like family member 1,,
NP_940961,XP_045711648.1,LOC123829774,ciliogenesis-associated TTC17-interacting protein isoform X2,CATIP,ciliogenesis associated TTC17 interacting protein,,
NP_941962,XP_045708316.1,LOC123827911,keratin-associated protein 10-7-like isoform X1,KRTAP10-7,keratin associated protein 10-7,,
NP_942600,XP_045711396.1,LOC123829588,acidic fibroblast growth factor intracellular-binding protein isoform X1,FIBP,FGF1 intracellular binding protein,,
NP_945185,XP_045710720.1,LOC123829262,serine protease FAM111B-like,FAM111B,FAM111 trypsin like peptidase B,,
NP_954642,XP_045672709.1,LOC123804454,osteocalcin,BGLAP,bone gamma-carboxyglutamate protein,,
NP_955374,XP_045715379.1,LOC123832000,small vasohibin-binding protein,SVBP,small vasohibin binding protein,,
NP_955535,XP_045674889.1,LOC123805993,testis%2C prostate and placenta-expressed protein,SPMIP8,sperm microtubule inner protein 8,,
NP_963906,XP_045682538.1,LOC123810675,inhibitor of nuclear factor kappa-B kinase-interacting protein isoform X2,IKBIP,IKBKB interacting protein,,
NP_981953,XP_045716382.1,LOC123832681,putative protein FAM47D,FAM47A,family with sequence similarity 47 member A,,
NP_982248,XP_045713405.1,LOC123830835,IQ domain-containing protein F2-like,IQCF2,IQ motif containing F2,,
NP_991108,XP_045717388.1,LOC123833302,ly6/PLAUR domain-containing protein 2-like,LYPD2,LY6/PLAUR domain containing 2,,
NP_995581,XP_045696816.1,LOC123820153,olfactory receptor 2K2,OR2K2,olfactory receptor family 2 subfamily K member 2,,
NP_996763,XP_045685922.1,LOC123812996,olfactory receptor 2V2-like,OR2V2,olfactory receptor family 2 subfamily V member 2,,
NP_996782,XP_045685319.1,LOC123812580,olfactory receptor 9,OR10P1,olfactory receptor family 10 subfamily P member 1,,
NP_997069,XP_045692162.1,LOC123816949,olfactory receptor 10A4,OR10A4,olfactory receptor family 10 subfamily A member 4,,
NP_997200,XP_045694126.1,LOC123818178,zinc finger protein 474-like,ZNF474,zinc finger protein 474,,
NP_997235,XP_045677276.1,LOC123807470,cytochrome P450 4V2,CYP4V2,cytochrome P450 family 4 subfamily V member 2,,
NP_997257,XP_045714374.1,LOC123831529,olfactory receptor 10W1,OR10W1,olfactory receptor family 10 subfamily W member 1,,
NP_997274,XP_045675049.1,LOC123806082,regulator of G-protein signaling 9-binding protein,RGS9BP,regulator of G protein signaling 9 binding protein,,
NP_997275,XP_045702897.1,LOC123823891,keratinocyte differentiation-associated protein,KRTDAP,keratinocyte differentiation associated protein,,
NP_997276,XP_045701221.1,LOC123822991,insulin growth factor-like family member 3 isoform X1,IGFL3,IGF like family member 3,,
NP_997290,XP_045690132.1,LOC123815697,transmembrane protease serine 11F,TMPRSS11F,transmembrane serine protease 11F,,
NP_997297,XP_045716923.1,LOC123833007,maestro heat-like repeat family member 5,MROH5,maestro heat like repeat family member 5 (gene/pseudogene),,
XP_005245497,XP_045694512.1,LOC123818399,P-selectin,SELP,selectin P,,
XP_005245948,XP_045715588.1,LOC123832120,phospholipase A2 group V-like,PLA2G5,phospholipase A2 group V,,
XP_005246312,XP_045709615.1,LOC123828576,nuclear body protein SP140-like protein isoform X6,SP140,SP140 nuclear body protein,,
XP_005255259,XP_045705036.1,LOC123825556,katanin-interacting protein isoform X3,KATNIP,katanin interacting protein,,
XP_005258770,XP_045704894.1,LOC123825500,zinc finger protein 324A-like,ZNF324,zinc finger protein 324,,
XP_005258841,XP_045701316.1,LOC123823048,LOW QUALITY PROTEIN: zinc finger protein 283-like,ZNF283,zinc finger protein 283,,
XP_005263235,XP_045687805.1,LOC123814193,hedgehog-interacting protein isoform X2,HHIP,hedgehog interacting protein,,
XP_005265024,XP_045712794.1,LOC123830510,sterol regulatory element-binding protein cleavage-activating protein,SCAP,SREBF chaperone,,
XP_005265737,XP_045713837.1,LOC123831155,cytochrome c oxidase assembly protein COX18%2C mitochondrial isoform X3,COX18,cytochrome c oxidase assembly factor COX18,,
XP_005268923,XP_045685296.1,LOC123812551,keratin%2C type II cuticular Hb6,KRT86,keratin 86,,
XP_005270314,XP_045710130.1,LOC123828812,inositol 1%2C4%2C5-trisphosphate receptor-interacting protein,ITPRIP,inositol 1,4,5-trisphosphate receptor interacting protein
XP_005271314,XP_045702981.1,LOC123823955,zinc finger protein 644,ZNF644,zinc finger protein 644,,
XP_005272195,XP_045693947.1,LOC123818095,synphilin-1 isoform X1,SNCAIP,synuclein alpha interacting protein,,
XP_006712840,XP_045711739.1,LOC123829834,LOW QUALITY PROTEIN: A-kinase anchor protein SPHKAP,SPHKAP,SPHK1 interactor, AKAP domain containing,
XP_006713067,XP_045712964.1,LOC123830605,contactin-4-like,CNTN4,contactin 4,,
XP_006713562,XP_045708049.1,LOC123827557,ceruloplasmin isoform X1,CP,ceruloplasmin,,
XP_011508093,XP_045673314.1,LOC123804858,peptidoglycan recognition protein 4-like,PGLYRP4,peptidoglycan recognition protein 4,,
XP_011512890,XP_045706627.1,LOC123826641,zinc finger protein with KRAB and SCAN domains 4-like,ZKSCAN4,zinc finger with KRAB and SCAN domains 4,,
XP_011524331,XP_045706140.1,LOC123826211,serpin B13-like,SERPINB13,serpin family B member 13,,
XP_011525160,XP_045702770.1,LOC123823799,free fatty acid receptor 3-like isoform X1,FFAR3,free fatty acid receptor 3,,
XP_011525217,XP_045694154.1,LOC123818212,ret finger protein-like 4A,RFPL4A,ret finger protein like 4A,,
XP_011525833,XP_045712196.1,LOC123830235,myeloid cell surface antigen CD33-like isoform X3,CD33,CD33 molecule,,
XP_011526255,XP_045709438.1,LOC123828471,adhesion G protein-coupled receptor E2-like isoform X2,ADGRE2,adhesion G protein-coupled receptor E2,,
XP_011526751,XP_045686727.1,LOC123813654,scaffold attachment factor B2,SAFB2,scaffold attachment factor B2,,
XP_011527050,XP_045689032.1,LOC123814923,activity-dependent neuroprotector homeobox protein,ADNP,activity dependent neuroprotector homeobox,,
XP_011527484,XP_045704420.1,LOC123825123,shieldin complex subunit 1-like,SHLD1,shieldin complex subunit 1,,
XP_011529387,XP_045705385.1,LOC123825784,endogenous retrovirus group FC1 Env polyprotein-like,ERVFC1,endogenous retrovirus group FC1 Env polyprotein,,
XP_011543136,XP_045673770.1,LOC123805340,LOW QUALITY PROTEIN: glycerophosphodiester phosphodiesterase domain-containing protein 4-like,GDPD4,glycerophosphodiester phosphodiesterase domain containing 4,,
XP_011544430,XP_045694998.1,LOC123818782,cat eye syndrome critical region protein 2 isoform X1,CECR2,CECR2 histone acetyl-lysine reader,,
XP_011545432,XP_045704377.1,LOC123825070,leukocyte immunoglobulin-like receptor subfamily A member 6,LILRA6,leukocyte immunoglobulin like receptor A6,,
XP_016857587,XP_045715561.1,LOC123832106,S100P-binding protein,S100PBP,S100P binding protein,,
XP_016858084,XP_045713989.1,LOC123831221,cytosolic carboxypeptidase 2 isoform X2,AGBL4,AGBL carboxypeptidase 4,,
XP_016867700,XP_045686037.1,LOC123813048,importin subunit alpha-8-like,KPNA7,karyopherin subunit alpha 7,,
XP_016874743,XP_045686080.1,LOC123813074,single-pass membrane and coiled-coil domain-containing protein 2-like,SMCO2,single-pass membrane protein with coiled-coil domains 2,,
XP_016877079,XP_045678967.1,LOC123808379,acyl-coenzyme A thioesterase 1-like,ACOT1,acyl-CoA thioesterase 1,,
XP_016881640,XP_045701014.1,LOC123822895,zinc finger protein 234-like isoform X1,ZNF234,zinc finger protein 234,,
XP_016882689,XP_045701174.1,LOC123822970,vasodilator-stimulated phosphoprotein isoform X4,VASP,vasodilator stimulated phosphoprotein,,
XP_016882998,XP_045712201.1,LOC123830238,myeloid cell surface antigen CD33-like,CD33,CD33 molecule,,
XP_024302050,XP_045685618.1,LOC123812789,uncharacterized protein LOC123812789,LOC112267855,uncharacterized LOC112267855,,
XP_024302098,XP_045699851.1,LOC123822051,cytochrome c oxidase subunit 7A2%2C mitochondrial,COX7A2,cytochrome c oxidase subunit 7A2,,
XP_024302798,XP_045679607.1,LOC123808799,uncharacterized protein LOC123808799,LOC112267992,uncharacterized LOC112267992,,
XP_024305386,XP_045679041.1,LOC123808437,olfactory receptor 4Q3,OR4Q3,olfactory receptor family 4 subfamily Q member 3,,
XP_047281901,XP_045714052.1,LOC123831270,pre-mRNA-splicing factor 18 isoform X4,PRPF18,pre-mRNA processing factor 18,,
XP_047290152,XP_045704882.1,LOC123825497,zinc finger protein 771,ZNF771,zinc finger protein 771,,
XP_047292113,XP_045680459.1,LOC123809367,olfactory receptor 3A2,OR3A2,olfactory receptor family 3 subfamily A member 2,,
XP_047293485,XP_045705560.1,LOC123825955,LOW QUALITY PROTEIN: myelin basic protein,MBP,myelin basic protein,,
XP_047295442,XP_045687211.1,LOC123813843,ATP-dependent Clp protease proteolytic subunit%2C mitochondrial,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit,,
XP_047297646,XP_045677908.1,LOC123807896,endogenous retrovirus group K member 8 Gag polyprotein-like,LOC124900476,endogenous retrovirus group K member 5 Gag polyprotein-like,,
XP_047298540,XP_045685913.1,LOC123812991,oral-facial-digital syndrome 1 protein-like,OFD1,OFD1 centriole and centriolar satellite protein,,
XP_047298869,XP_045693631.1,LOC123817890,leukocyte immunoglobulin-like receptor subfamily A member 6 isoform X1,LOC107987425,leukocyte immunoglobulin-like receptor subfamily B member 3,,
XP_047304844,XP_045687933.1,LOC123814288,sarcolemmal membrane-associated protein isoform X3,SLMAP,sarcolemma associated protein,,
XP_047305391,XP_045688418.1,LOC123814561,protein ATP6V1FNB-like,LOC124909485,uncharacterized LOC124909485,,
XP_054185682,XP_045686254.1,LOC123813352,leukocyte immunoglobulin-like receptor subfamily A member 6,LILRA6,leukocyte immunoglobulin like receptor A6,,
XP_054185714,XP_045682271.1,LOC123810513,mucin-like protein 3,MUCL3,mucin like 3,,
XP_054187296,XP_045691334.1,LOC123816448,LOW QUALITY PROTEIN: HLA class II histocompatibility antigen%2C DQ alpha 2 chain-like,HLA-DQA1,major histocompatibility complex, class II, DQ alpha 1
